1037798	0	8760867	1	10.340384483337402	sparse_cross_encoder
1037798	0	8760871	2	9.857329368591309	sparse_cross_encoder
1037798	0	8760866	3	9.803266525268555	sparse_cross_encoder
1037798	0	8760870	4	8.989086151123047	sparse_cross_encoder
1037798	0	3620983	5	7.534778594970703	sparse_cross_encoder
1037798	0	7822415	6	7.320745468139648	sparse_cross_encoder
1037798	0	2787508	7	7.139062404632568	sparse_cross_encoder
1037798	0	3641634	8	6.550943851470947	sparse_cross_encoder
1037798	0	4095286	9	6.513879776000977	sparse_cross_encoder
1037798	0	8760864	10	5.609546661376953	sparse_cross_encoder
1037798	0	8760868	11	4.837599754333496	sparse_cross_encoder
1037798	0	8760873	12	4.555521488189697	sparse_cross_encoder
1037798	0	4974552	13	3.9728479385375977	sparse_cross_encoder
1037798	0	994978	14	3.7734668254852295	sparse_cross_encoder
1037798	0	3641640	15	3.610827684402466	sparse_cross_encoder
1037798	0	3387556	16	3.4242467880249023	sparse_cross_encoder
1037798	0	7967207	17	3.0649032592773438	sparse_cross_encoder
1037798	0	2157450	18	3.0432205200195312	sparse_cross_encoder
1037798	0	5099520	19	2.995612859725952	sparse_cross_encoder
1037798	0	4114353	20	2.7010488510131836	sparse_cross_encoder
1037798	0	4227882	21	1.9892829656600952	sparse_cross_encoder
1037798	0	8223340	22	0.9412834048271179	sparse_cross_encoder
1037798	0	8553474	23	0.44822901487350464	sparse_cross_encoder
1037798	0	4849056	24	0.10346909612417221	sparse_cross_encoder
1037798	0	3167284	25	-0.020434049889445305	sparse_cross_encoder
1037798	0	8224675	26	-0.12102288007736206	sparse_cross_encoder
1037798	0	8760865	27	-0.2340770661830902	sparse_cross_encoder
1037798	0	7950016	28	-0.27286189794540405	sparse_cross_encoder
1037798	0	3681010	29	-0.4146144390106201	sparse_cross_encoder
1037798	0	4168908	30	-0.8713302612304688	sparse_cross_encoder
1037798	0	2157456	31	-1.226776123046875	sparse_cross_encoder
1037798	0	1787250	32	-1.4063047170639038	sparse_cross_encoder
1037798	0	8230221	33	-1.505061388015747	sparse_cross_encoder
1037798	0	4788864	34	-1.922493815422058	sparse_cross_encoder
1037798	0	7943228	35	-2.426936149597168	sparse_cross_encoder
1037798	0	1520771	36	-2.726349353790283	sparse_cross_encoder
1037798	0	5003217	37	-2.775099277496338	sparse_cross_encoder
1037798	0	7623886	38	-2.8610379695892334	sparse_cross_encoder
1037798	0	3926205	39	-3.0184571743011475	sparse_cross_encoder
1037798	0	6511237	40	-3.0865886211395264	sparse_cross_encoder
1037798	0	2868739	41	-3.1327342987060547	sparse_cross_encoder
1037798	0	2863296	42	-3.1417877674102783	sparse_cross_encoder
1037798	0	5748541	43	-3.399728536605835	sparse_cross_encoder
1037798	0	5904351	44	-3.513946056365967	sparse_cross_encoder
1037798	0	1232011	45	-3.523386240005493	sparse_cross_encoder
1037798	0	8780803	46	-3.5488009452819824	sparse_cross_encoder
1037798	0	2360248	47	-3.549778938293457	sparse_cross_encoder
1037798	0	2572535	48	-3.5875420570373535	sparse_cross_encoder
1037798	0	4083926	49	-3.5962002277374268	sparse_cross_encoder
1037798	0	1520773	50	-3.6996235847473145	sparse_cross_encoder
1037798	0	2403951	51	-3.7598657608032227	sparse_cross_encoder
1037798	0	6511240	52	-3.8545892238616943	sparse_cross_encoder
1037798	0	4273497	53	-3.878997564315796	sparse_cross_encoder
1037798	0	1232012	54	-4.0331950187683105	sparse_cross_encoder
1037798	0	1780966	55	-4.046550750732422	sparse_cross_encoder
1037798	0	8417086	56	-4.1637091636657715	sparse_cross_encoder
1037798	0	8676400	57	-4.260354518890381	sparse_cross_encoder
1037798	0	5753976	58	-4.505965232849121	sparse_cross_encoder
1037798	0	2246946	59	-4.549709796905518	sparse_cross_encoder
1037798	0	2634475	60	-4.6286749839782715	sparse_cross_encoder
1037798	0	1043104	61	-4.682870388031006	sparse_cross_encoder
1037798	0	2403955	62	-5.097805500030518	sparse_cross_encoder
1037798	0	2246945	63	-5.223222255706787	sparse_cross_encoder
1037798	0	3641442	64	-5.44389009475708	sparse_cross_encoder
1037798	0	2914156	65	-5.509218692779541	sparse_cross_encoder
1037798	0	2868741	66	-5.548108100891113	sparse_cross_encoder
1037798	0	4714121	67	-5.557707786560059	sparse_cross_encoder
1037798	0	3673022	68	-5.55843448638916	sparse_cross_encoder
1037798	0	4297405	69	-5.642230987548828	sparse_cross_encoder
1037798	0	3295328	70	-5.77873420715332	sparse_cross_encoder
1037798	0	4482918	71	-5.8509087562561035	sparse_cross_encoder
1037798	0	1043106	72	-6.176002502441406	sparse_cross_encoder
1037798	0	5753978	73	-6.2495436668396	sparse_cross_encoder
1037798	0	1499298	74	-6.628528594970703	sparse_cross_encoder
1037798	0	6912814	75	-6.685454368591309	sparse_cross_encoder
1037798	0	1137775	76	-6.879821300506592	sparse_cross_encoder
1037798	0	4296396	77	-7.44746732711792	sparse_cross_encoder
1037798	0	4297400	78	-8.001970291137695	sparse_cross_encoder
1037798	0	4936037	79	-8.124299049377441	sparse_cross_encoder
1037798	0	8820474	80	-8.135038375854492	sparse_cross_encoder
1037798	0	8087396	81	-8.137048721313477	sparse_cross_encoder
1037798	0	8717816	82	-8.681077003479004	sparse_cross_encoder
1037798	0	4291373	83	-8.72272777557373	sparse_cross_encoder
1037798	0	8355398	84	-8.801247596740723	sparse_cross_encoder
1037798	0	3105018	85	-9.025018692016602	sparse_cross_encoder
1037798	0	5538670	86	-9.504772186279297	sparse_cross_encoder
1037798	0	4759977	87	-9.644164085388184	sparse_cross_encoder
1037798	0	5538669	88	-9.651387214660645	sparse_cross_encoder
1037798	0	5538667	89	-9.770963668823242	sparse_cross_encoder
1037798	0	473202	90	-10.126959800720215	sparse_cross_encoder
1037798	0	7780938	91	-10.319892883300781	sparse_cross_encoder
1037798	0	2256138	92	-10.607340812683105	sparse_cross_encoder
1037798	0	1308037	93	-10.6448974609375	sparse_cross_encoder
1037798	0	5171588	94	-10.664728164672852	sparse_cross_encoder
1037798	0	8010124	95	-10.680620193481445	sparse_cross_encoder
1037798	0	3030654	96	-10.819506645202637	sparse_cross_encoder
1037798	0	3030655	97	-10.876927375793457	sparse_cross_encoder
1037798	0	1564120	98	-10.914656639099121	sparse_cross_encoder
1037798	0	3227356	99	-10.988903045654297	sparse_cross_encoder
1037798	0	7995048	100	-11.032549858093262	sparse_cross_encoder
104861	0	5703400	1	9.50184154510498	sparse_cross_encoder
104861	0	5836442	2	9.295106887817383	sparse_cross_encoder
104861	0	5138467	3	9.201528549194336	sparse_cross_encoder
104861	0	1773805	4	9.198237419128418	sparse_cross_encoder
104861	0	5138468	5	9.19374942779541	sparse_cross_encoder
104861	0	1304632	6	9.172537803649902	sparse_cross_encoder
104861	0	1811410	7	9.092012405395508	sparse_cross_encoder
104861	0	5703401	8	9.092010498046875	sparse_cross_encoder
104861	0	8495099	9	8.830767631530762	sparse_cross_encoder
104861	0	5138472	10	8.703216552734375	sparse_cross_encoder
104861	0	3925933	11	8.695883750915527	sparse_cross_encoder
104861	0	1948963	12	8.548656463623047	sparse_cross_encoder
104861	0	459676	13	8.511816024780273	sparse_cross_encoder
104861	0	5138474	14	8.491738319396973	sparse_cross_encoder
104861	0	5248341	15	8.471150398254395	sparse_cross_encoder
104861	0	5138469	16	8.405709266662598	sparse_cross_encoder
104861	0	3443173	17	8.30766487121582	sparse_cross_encoder
104861	0	5801822	18	8.215970993041992	sparse_cross_encoder
104861	0	7204477	19	8.116703987121582	sparse_cross_encoder
104861	0	1017092	20	7.979488372802734	sparse_cross_encoder
104861	0	6187055	21	7.622024059295654	sparse_cross_encoder
104861	0	6351571	22	7.091551303863525	sparse_cross_encoder
104861	0	6467580	23	6.768224716186523	sparse_cross_encoder
104861	0	629278	24	6.606802463531494	sparse_cross_encoder
104861	0	5248340	25	6.5861687660217285	sparse_cross_encoder
104861	0	8138536	26	6.492293357849121	sparse_cross_encoder
104861	0	2377050	27	6.360215187072754	sparse_cross_encoder
104861	0	459675	28	6.330104351043701	sparse_cross_encoder
104861	0	6704672	29	6.26875114440918	sparse_cross_encoder
104861	0	5688415	30	6.154068946838379	sparse_cross_encoder
104861	0	5864693	31	6.030608177185059	sparse_cross_encoder
104861	0	5138470	32	5.872711658477783	sparse_cross_encoder
